Casefold,processed,label_encoded,model_Label,gpt_label
untuk menu sarapan pagi sangat baik dan cukup memuaskan,menu sarap pagi sangat baik cukup muas,2,positif,positif
hotelnya enak pelayanan ramah sarapan paginya enak,hotel enak layan ramah sarap pagi enak,2,positif,positif
lima hari di grand mercure ikut bimtek luar biasa pelayanan dari pihak hotel mulai makanan kamar hotel dan sebagainya sukses selalu buat grand mercure,lima hari grand mercure ikut bimtek luar biasa layan pihak hotel mulai makan kamar hotel bagai sukses selalu grand mercure,2,positif,positif
sarapannya lengkap dan rasanya enak ruangannya luas dibantu dengan mba lena,sarap lengkap rasa enak ruang luas bantu,2,positif,positif
kamar bersih dan peralatan komplit breakfast menu pilihan banyak dan enak enak juga bisa next kesini lagi pas ke jogja,kamar bersih alat komplit sarap menu pilih banyak enak enak bisa next kesini lagi pas jogja,2,positif,positif
makanan enak room service nya bagus senang menginap disini,makan enak room service bagus senang inap sini,2,positif,positif
hotelnya sangat bagus dengan kamarnya yang luas dan nyaman restorannya punya banyak variasi makanan dan lokasinya cukup strategis,hotel sangat bagus kamar luas nyaman restoran punya banyak variasi makan lokasi cukup strategis,2,positif,positif
terimakasih hotel grand mercure makanan enak lengkap hotel nya bersih badan bagus tetap konsisten dan semangat yaa utk melayanai tamu sangat recommended,terimakasih hotel grand mercure makan enak lengkap hotel bersih badan bagus tetap konsisten semangat yaa melayanai tamu sangat rekomendasi,2,positif,positif
rasa makanan saat sarapannya enak dan banyak variasinya dibantu mbak lena,rasa makan saat sarap enak banyak variasi bantu,2,positif,positif
mantap pokoknya kita bikin event di hotel ini,mantap pokok bikin event hotel,2,positif,positif
pelayanan nya sangattt ramah sekali makanannya enak tempatnya nyaman terimakasih mba chelsea udh memberikan pelayanan terbaik,layan sangat ramah sekali makan enak tempat nyaman terimakasih chelsea beri layan baik,2,positif,positif
stars untuk pelayanan room dan resto kamar oke rapi bersih semua berfungsi dengan baik food was great too semuanya enak but no stars untuk tim front office,stars layan room resto kamar baik rapi bersih semua fungsi baik food was great too semua enak but no stars tim front office,2,positif,positif
sangat luar biasa cita rasa sesyai dan full variasi makanan,sangat luar biasa cita rasa sesyai full variasi makan,2,positif,positif
hotel nyamannn lokasinya strategisss bangettt,hotel nyaman lokasi strategis banget,2,positif,positif
sarapan nya banyak madam dan rasanya enak,sarap banyak rasa enak,2,positif,positif
kamarnya bersih nyaman makanannya enak banyak jenisnya,kamar bersih nyaman makan enak banyak jenis,2,positif,positif
menunya enak variasinya banyak pelayanan bagus sekali nyaman juga tempatnya,menu enak variasi banyak layan bagus sekali nyaman tempat,2,positif,positif
kamarnya mewah nyaman dan bersih pelayanan yang diberikan oleh staf juga ramah semuanya cocok untuk bersantai dh keluarga ada kolam renangnya juga,kamar mewah nyaman bersih layan beri oleh staf ramah semua cocok santa dh keluarga kolam renang,2,positif,positif
saya sangat puas dengan fasilitas hotel dan sarapan paginya sangat enak dan layanan atas nama fifin sangat ramah dan baik,sangat puas fasilitas hotel sarap pagi sangat enak layan atas nama sangat ramah baik,2,positif,positif
overall rekomended untuk kamarnya saya suka karena bagus dan estetik tapi ada kerusakan sedikit di pintu showernya,semua rekomended kamar suka bagus estetik rusa sedikit pintu showernya,2,positif,positif
pelayanannya sangat memuaskan untuk breakfastnya berbagai macam varian keselurahan rasanya enak mantap,layan sangat muas breakfast bagai macam varian selurah rasa enak mantap,2,positif,positif
lokasi dekat tempat bekerja yang saya datangi makanan baik dan enak pelayanan sejak datang resto dll baik,lokasi dekat tempat kerja datang makan baik enak layan sejak datang resto baik,2,positif,positif
makanan nya enak dan banyak varian nyaa boleh di coba palagi di bantu oleh mba lena,makan enak banyak varian nyaa boleh coba palagi bantu oleh,2,positif,positif
suasana kamar hotel nya bagus bersih dan nyaman dan breakfastnya banyak variant dan enak enak,suasana kamar hotel bagus bersih nyaman breakfast banyak variant enak enak,2,positif,positif
mantab menu makanan bervariatif dan enak jangan lupa untuk berkunjung jika dijogja,mantab menu makan variatif enak jangan lupa kunjung jika dijogja,2,positif,positif
pelayanan yang sangat bagus tempat ternyaman makanannya pun enak enak recomended gess,layan sangat bagus tempat nyaman makan enak enak recomended gess,2,positif,positif
pelayanan ramah makanan jg enak tempat nyaman,layan ramah makan enak tempat nyaman,2,positif,positif
sarapannya mantabbbbb dibantu lena,sarap mantab bantu,2,positif,positif
hotelnya nyaman dan pelayanannya helpfull,hotel nyaman layan helpfull,2,positif,positif
breakfast sangat enak dan lengkap pelayanan mbak lena a,sarap sangat enak lengkap layan a,2,positif,positif
makanannnya enak ruang meetingnya besar dan nyaman pelayanan ok,makananya enak ruang meetingnya besar nyaman layan baik,2,positif,positif
saya menginap di ibis laksda adi sucipto untuk malam lobby hotel agak tersembunyi di samping apabila membawa driver atau sewa mobil tidak masalah proses check inn cepat kamar cukup nyaman dengan tersedia bantal dan guling namun,inap ibis laksda adi sucipto malam lobby hotel agak sembunyi samping apabila bawa driver sewa mobil masalah proses check in cepat kamar cukup nyaman sedia bantal guling namun,0,negatif,positif
sarapan pagi nya enak,sarap pagi enak,2,positif,positif
nyaman bersih rekomended deh pokoknya,nyaman bersih rekomended pokok,2,positif,positif
pelayanan bagus kamar nyaman tempat strategis,layan bagus kamar nyaman tempat strategis,2,positif,positif
kamar oke layanan baik breakfast enak pilihan banyak lokasi strategis,kamar baik layan baik sarap enak pilih banyak lokasi strategis,2,positif,positif
sarapannya enak banyak pilihan dan bervariasi,sarap enak banyak pilih variasi,2,positif,positif
tempat nyaman pelayanan terbaik,tempat nyaman layan baik,2,positif,positif
pelayanan nya bagus ka fifin ramah dan cekatan sukses yahh untuk fifin n grand mercure,layan bagus ramah cekat sukses grand mercure,2,positif,positif
servicenya memuaskan lokasi cukup strategis akses ke berbagai tempat cuku mudah,servicenya muas lokasi cukup strategis akses bagai tempat cuku mudah,2,positif,positif
kesini karena ada pembekalan dari kemenkes kamarnya enak banget rapi bersih luas nyamannn makanan juga enak variatif kebetulan makan di hotel x sehari menunya enak semua semoga next time kalo ada kesempatan lagi bisa kesini,kesini bekal kemenkes kamar enak banget rapi bersih luas nyaman makan enak variatif betul makan hotel hari menu enak semua moga next time kalau sempat lagi bisa kesini,2,positif,positif
lokasi sangat strategis makanan enak dan berbagai macam dekat fasilitas umum recommended,lokasi sangat strategis makan enak bagai macam dekat fasilitas umum rekomendasi,2,positif,positif
terima kasih mba silvia breakfastnya enak pelayana baik,terima kasih breakfast enak pelayana baik,2,positif,positif
pelayan an fifin alvianti sangat bgs sopan ramah dan komunikatif terimakasih,layan alvianti sangat bagus sopan ramah komunikatif terimakasih,2,positif,positif
hotelnya bagus fasilitasnya juga tempatnya luas pokoknya terbaik,hotel bagus fasilitas tempat luas pokok baik,2,positif,positif
pelayanan yang sangat memuaskan dan hotelnya sangat bersih berbagai hidangan yang berbeda beda setiap harinya,layan sangat muas hotel sangat bersih bagai hidang beda beda tiap hari,2,positif,positif
makanannya enak pelayanannya bagus dipertahankan selalu ya,makan enak layan bagus tahan selalu,2,positif,positif
pelayanan oke makanan juga enak,layan baik makan enak,2,positif,positif
kamar bersih restaurant memiliki menu lokal dan western food pelayanan baik ramah,kamar bersih restaurant milik menu lokal western food layan baik ramah,2,positif,positif
makanan nya enak pelayanan mba andin trainee sangat ramah baik dan cantikk,makan enak layan sangat ramah baik cantik,2,positif,positif
restoran di sini sangat menjaga kebersihan makanan dan restoran nya bagus,restoran sini sangat jaga bersih makan restoran bagus,2,positif,positif
alhamdulillah luar biasa makanan layanan paket complet deh pokoknya recomendeed banget nih hotel,alhamdulillah luar biasa makan layan paket complet pokok recomendeed banget hotel,2,positif,positif
saya liburan sama keluarga anak usia th dan th masih bisa pakai kamar dengan tipe executive room king bed luas m ft ada sofa bed yg bisa dipakai kalaupun extra bed masih muat karena kamarnya luas ada bathtub juga meski,libur sama keluarga usia th th masih bisa pakai kamar tipe executive room king bed luas ft sofa bed bisa pakai kalaupun extra bed masih muat kamar luas bathtub meski,0,negatif,positif
great accomodation great food and great atmosphere pelayanan mba silvia sangat baik dan ramah,great accomodation great food and great atmosphere layan sangat baik ramah,2,positif,positif
sarapan nya sangat lengkap dan enakk di bantu oleh trening lenaa nilai a,sarap sangat lengkap enak bantu oleh trening lenaa nilai a,2,positif,positif
trimakasih banyak grand mercure atas layananya untuk kami semua kami sekeluarga merasa senang bisa singgah di tempat ini sekali lagi terimakasih atas layanannya,terimakasih banyak grand mercure atas layananya semua keluarga rasa senang bisa singgah tempat sekali lagi terimakasih atas layan,2,positif,positif
layanan yang baik dan makanannya enak,layan baik makan enak,2,positif,positif
good hospitality and fasility makanannya juga banyak varian very recommend for staycation,good hospitality and fasility makan banyak varian very recommend for staycation,2,positif,positif
menginap dan bermalam di sini tidak rugi fasilitasnya lengkap kolam renang ada gym ada restaurant ada outdornya di lantai atas di kamar juga ada pengering rambut kamarnya juga rapi bersih kamar madi bersih pas mandi pakai air panas sambil nyanyi nyani serasa sedang konser musik pertahankan keberisihannya mantap,inap malam sini rugi fasilitas lengkap kolam renang gym restaurant outdornya lantai atas kamar ering rambut kamar rapi bersih kamar madi bersih pas mandi pakai air panas sambil nyanyi nyani serasa sedang konser musik tahan keberisihannya mantap,0,negatif,positif
sarapan hari ini enak memuaskan,sarap hari enak muas,2,positif,positif
tempat nya strategis staff nya ramah banget,tempat strategis staff ramah banget,2,positif,positif
pelayanan ramah lokasi strategis kamar nyaman,layan ramah lokasi strategis kamar nyaman,2,positif,positif
saya sangat senang dan puas dngan pelayanan yg ramah dan kamar yg presentatif,sangat senang puas dngan layan ramah kamar presentatif,2,positif,positif
pengalaman kami menginap di hotel grand mercure jogjakarta berkesan karena fasilitas dari kamar inap bagus rapi bersih wangi sampai dengan fasilitas breakfast sangat memuaskan banyak pilihan menu khas jogja tradisional food juga lengkap,alam inap hotel grand mercure jogjakarta kesan fasilitas kamar inap bagus rapi bersih wangi sampai fasilitas sarap sangat muas banyak pilih menu khas jogja tradisional food lengkap,2,positif,positif
sarapan nya enak enak dan pelayanan ramah terimakasih kpd kak lena,sarap enak enak layan ramah terimakasih,2,positif,positif
staffnya ramah membantu pelayanan sangat bagus iftar di sini jadi moment yg nyaman dan spesial,staffnya ramah bantu layan sangat bagus iftar sini moment nyaman spesial,2,positif,positif
untuk pelayanan sangat memuaskan makan siang enak dapat pemandangan jalan dari atas hotel dan fasilitas ruang seminar sangat terfasilisi,layan sangat muas makan siang enak dapat pandang jalan atas hotel fasilitas ruang seminar sangat terfasilisi,2,positif,positif
untuk menu sarapan oke banyak varian dari makanan ringan sampai makanan berat untuk menu recomended,menu sarap baik banyak varian makan ringan sampai makan berat menu recomended,2,positif,positif
makanannya enak banget semua meni yg ada di yogya ada di hotel ini pelayanannya ramah saya dilauani oleh fifin anak yg manis dan cantik,makan enak banget semua meni yogya hotel layan ramah dilauani oleh manis cantik,2,positif,positif
makanan nya ok kamarnya bagus bersih pelayananya top dari embak gita,makan baik kamar bagus bersih pelayananya top embak gita,2,positif,positif
nyaman memuaskan letak setrategis makanan enak tersaji hangat menu lumayan lengkap,nyaman muas letak setrategis makan enak saji hangat menu lumayan lengkap,2,positif,positif
sarapannya cukup lengkap dibantu mbak lena,sarap cukup lengkap bantu,2,positif,positif
makanan pagi ini sangat enak,makan pagi sangat enak,2,positif,positif
makanannya bervariasi dan enak,makan variasi enak,2,positif,positif
nyaman dan menyenangkan,nyaman senang,2,positif,positif
nyaman buat keluarga sarapannya sudah sesuai selera keluarga petugasnya gercep dan ramah,nyaman keluarga sarap sesuai selera keluarga tugas gercep ramah,2,positif,positif
untuk rooms ok banget rekomended karena memang sebelumnya pernah menginap dan meeting room di grand mercure berakfast menu sangat lengkap dan pelayanan memuaskan lokasi sangat strategis dekat dengan pusat kota jogja akses sangat mudah,rooms baik banget rekomended memang belum pernah inap meeting room grand mercure berakfast menu sangat lengkap layan muas lokasi sangat strategis dekat pusat kota jogja akses sangat mudah,2,positif,positif
pelayanan hotel fasilitas restoran dll semuanya sangat memuaskan dan bagus next time pasti akan kesini lagi sih,layan hotel fasilitas restoran semua sangat muas bagus next time pasti kesini lagi,2,positif,positif
hotel nyaman breakfast enak dan lengkap,hotel nyaman sarap enak lengkap,2,positif,positif
sudah menginap disini stafnya ramah ramah kamar nyaman dekorasinya sangat unik bikin betah,inap sini staf ramah ramah kamar nyaman dekorasi sangat unik bikin betah,2,positif,positif
sangat nyaman kamar bersih makanan sangat enak,sangat nyaman kamar bersih makan sangat enak,2,positif,positif
